"idhod","hodnota","stapro_kod","mj_cis","mj_kod","czem_cis","czem_kod","vuzemi_cis","vuzemi_kod","rok","mesic","stapro_txt","czem_txt"
739504870,"5582","5754","78","00206","5584","GB","97","19","2007","03","Dovoz zboží","Spojené království"
